Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2084,3,7,5,1,1,8,4,7,9,8,0,3,4,5,9,9,9,11,5,1,7,15,18,22,16,13,10,16
2085,2,7,6,2,6,4,5,5,8,13,1,11,9,8,3,9,7,8,10,6,7,14,10,15,5,22,15,14
2086,2,4,8,1,4,3,4,11,3,12,4,5,3,6,8,6,11,6,5,5,7,9,18,31,9,9,9,14
2087,1,2,3,1,1,0,1,7,15,9,5,3,8,8,6,6,9,5,13,6,8,15,13,22,10,13,14,15
2088,2,6,2,3,1,4,3,5,8,7,6,8,1,6,10,10,17,2,9,7,9,18,13,20,10,15,5,14
2089,3,6,7,5,8,2,5,11,2,4,10,8,4,7,4,5,7,7,11,9,7,15,15,14,15,11,8,13
2090,6,3,3,1,6,4,4,13,11,8,6,8,4,8,6,17,16,6,6,4,9,28,13,19,12,20,13,18
2091,10,6,1,2,5,6,5,4,9,10,6,14,8,9,7,16,11,8,2,6,8,17,13,17,6,20,9,14
2092,0,4,7,0,4,4,3,5,4,10,7,5,6,6,6,6,9,6,12,3,7,11,18,15,7,13,9,12
2093,2,13,5,1,4,8,6,10,20,8,4,7,1,8,13,12,7,7,10,4,9,10,21,22,17,18,10,16
2094,1,2,5,2,1,8,3,5,5,11,1,8,4,6,8,10,4,9,6,11,8,17,23,13,8,14,6,14
2095,8,9,5,2,3,2,5,3,2,8,10,9,9,7,12,13,17,6,11,1,10,14,13,22,10,25,15,17
2096,2,3,0,5,4,8,4,0,7,2,2,1,11,4,14,9,14,4,18,3,10,16,18,10,7,17,13,14
2097,0,1,6,12,10,1,5,2,5,14,12,3,6,7,9,15,15,8,7,4,10,16,18,22,8,20,27,19
2098,6,2,2,5,6,11,5,0,4,6,5,9,5,5,11,13,10,7,18,6,11,18,20,16,6,20,17,16
2099,6,1,9,6,6,3,5,7,10,9,5,1,9,7,11,8,8,11,12,5,9,18,21,19,6,32,15,19
2100,4,3,6,1,3,4,4,5,4,11,11,4,8,7,,20,19,5,,1,11,16,22,17,11,14,4,14
