Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2075,25,36,30,28,28,25,29,24,18,27,29,23,22,24,18,19,31,27,31,25,25,30,28,28,30,31,22,28
2076,20,28,32,20,22,29,25,18,33,34,21,26,19,25,27,30,23,28,24,22,26,35,31,29,24,31,21,29
2077,20,25,29,25,30,22,25,18,28,20,26,35,20,25,29,24,37,29,28,29,29,23,29,31,25,30,18,26
2078,24,30,21,22,25,20,24,29,25,35,36,22,29,29,25,23,32,25,19,25,25,22,22,19,27,33,23,24
2079,26,26,32,21,24,23,25,29,23,20,24,28,26,25,27,27,28,26,27,33,28,30,34,30,27,23,19,27
2080,24,18,31,31,28,30,27,25,25,26,26,24,28,26,16,33,40,26,26,30,29,23,29,26,31,29,23,27
2081,41,26,28,27,34,26,30,10,28,26,29,20,22,23,25,26,23,25,29,24,25,24,24,26,23,40,18,26
2082,19,23,23,23,18,17,21,29,24,26,27,34,28,28,25,32,32,31,27,20,28,39,31,18,26,35,27,29
2083,25,25,25,22,29,19,24,26,36,24,19,30,20,26,21,33,33,23,30,30,28,28,20,28,26,25,28,26
2084,28,23,31,27,29,24,27,22,24,27,22,23,29,25,19,29,32,29,30,32,29,31,25,29,27,35,28,29
2085,27,30,23,28,23,30,27,26,28,21,20,26,23,24,29,22,36,31,23,23,27,28,20,23,26,24,25,24
2086,26,33,28,29,27,28,29,34,26,29,24,34,31,30,31,29,27,36,24,21,28,22,28,32,25,33,24,27
2087,26,22,26,31,26,20,25,26,29,26,26,19,24,25,24,24,28,32,38,26,29,23,20,32,29,31,26,27
2088,25,20,34,26,17,26,25,29,24,23,35,23,22,26,12,12,32,20,25,24,21,23,19,26,31,32,26,26
2089,15,26,25,27,33,25,25,30,25,34,17,33,22,27,29,26,30,28,31,28,29,21,22,29,26,35,25,26
2090,20,26,24,27,35,32,27,18,34,24,21,31,26,26,34,26,30,27,26,32,29,28,30,32,28,28,23,28
2091,25,28,27,20,23,19,24,25,26,22,25,31,23,25,21,17,29,33,22,21,24,28,26,30,29,29,26,28
2092,17,27,28,23,31,29,26,27,30,27,28,25,22,27,30,38,34,25,28,18,29,24,29,22,32,28,34,28
2093,17,29,33,25,29,30,27,22,24,27,24,27,24,25,21,29,30,28,22,18,25,32,24,31,27,37,30,30
2094,18,23,24,26,28,17,23,28,27,18,29,28,29,27,24,31,30,25,24,31,28,18,34,20,37,23,24,26
2095,22,25,26,23,26,22,24,20,25,29,27,23,18,24,31,22,38,28,32,26,30,19,24,27,25,38,25,26
2096,17,16,33,24,26,30,24,30,25,21,32,27,24,27,17,21,30,34,33,21,26,27,28,22,25,33,30,28
2097,27,25,26,18,31,24,25,26,17,36,26,23,27,26,28,26,33,17,24,19,25,34,28,32,26,26,24,28
2098,21,26,24,21,24,27,24,37,21,26,33,25,33,29,28,28,23,29,40,19,28,29,30,31,26,30,28,29
2099,27,17,33,27,24,23,25,31,27,28,23,33,9,25,30,26,42,22,34,23,30,38,32,32,27,30,25,31
2100,27,28,33,28,26,22,27,33,27,22,28,22,36,28,41,27,24,24,37,25,30,29,25,29,42,32,25,30
