Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2044,7,5,9,2,6,3,5,10,6,9,5,3,8,7,6,3,12,3,11,5,7,6,6,4,9,10,4,7
2045,4,8,5,4,6,5,5,8,9,9,4,3,11,7,3,5,14,4,4,4,6,3,12,6,2,9,14,8
2046,3,13,9,6,7,11,8,9,11,8,9,9,5,9,6,8,9,4,4,4,6,3,11,14,13,7,15,11
2047,13,7,12,5,5,7,8,8,8,5,5,8,4,6,8,10,17,4,6,4,8,9,19,9,10,7,8,10
2048,5,8,3,2,6,2,4,9,7,7,4,5,2,6,4,10,8,9,9,6,8,16,8,15,10,8,9,11
2049,11,5,3,6,6,6,6,12,8,9,5,6,9,8,7,10,15,3,3,5,7,6,4,9,11,10,3,7
2050,3,2,6,2,10,7,5,5,6,9,5,10,3,6,14,13,8,7,6,7,9,6,5,10,4,7,10,7
2051,5,5,10,4,9,4,6,5,13,8,3,5,9,7,9,8,3,3,7,8,6,10,7,12,7,10,10,9
2052,8,7,8,14,8,6,9,5,7,2,8,11,9,7,3,11,11,10,8,12,9,9,0,13,7,10,15,9
2053,5,6,9,2,10,3,6,9,11,6,7,8,6,8,13,4,8,7,18,2,9,6,8,8,1,14,4,7
2054,9,7,3,4,6,8,6,12,2,12,10,10,0,8,8,12,6,8,7,7,8,10,10,19,8,12,10,12
2055,7,4,8,5,5,6,6,14,2,6,9,3,3,6,8,4,5,3,7,3,5,13,16,7,8,9,9,10
2056,5,3,6,9,6,4,6,5,9,7,5,9,4,7,9,8,7,2,12,6,7,12,14,15,4,16,3,11
2057,6,10,10,3,6,7,7,10,6,8,5,16,9,9,5,4,7,13,6,8,7,8,11,9,10,14,8,10
2058,3,4,10,2,8,2,5,9,8,11,8,6,5,8,14,6,11,8,8,8,9,7,15,9,5,11,11,10
2059,2,2,7,6,12,1,5,2,9,15,10,2,7,8,9,10,15,6,5,11,9,6,8,10,13,18,9,11
2060,6,7,11,4,6,1,6,4,10,10,9,8,7,8,6,7,8,7,4,8,7,5,12,8,18,12,8,11
2061,5,13,8,4,4,4,6,9,9,12,4,8,11,9,6,9,5,18,9,1,8,4,5,13,10,12,6,8
2062,6,9,10,4,3,9,7,8,5,14,10,7,9,9,8,5,13,5,6,10,8,13,13,13,12,18,11,13
2063,13,3,4,3,1,6,5,7,9,8,5,12,2,7,6,6,11,6,6,14,8,10,7,12,10,14,10,11
2064,11,0,2,7,3,4,5,6,14,5,7,7,7,8,11,12,6,11,9,8,10,8,5,14,12,17,10,11
2065,9,7,7,9,5,5,7,9,11,5,4,6,6,7,8,11,10,3,15,9,9,15,12,11,12,4,10,11
2066,1,6,14,3,3,2,5,15,6,13,6,13,12,11,2,4,8,7,10,7,6,7,14,8,10,17,11,11
2067,4,6,7,8,6,6,6,13,11,4,6,6,5,8,11,8,10,9,17,8,11,10,7,18,5,18,5,11
2068,3,10,8,10,9,12,9,5,8,17,7,7,9,9,6,9,7,8,10,7,8,5,11,10,7,18,13,11
2069,9,10,7,4,9,9,8,8,12,11,7,4,8,8,10,9,8,11,10,8,9,9,10,12,9,11,10,10
2070,3,7,6,4,2,4,4,8,6,6,5,7,5,6,8,9,10,9,11,5,9,14,9,23,13,15,8,14
2071,8,3,5,4,6,8,6,11,7,14,9,6,3,8,8,5,5,8,15,7,8,11,14,9,13,12,15,12
2072,0,6,11,5,9,11,7,3,10,7,14,7,7,8,8,10,7,9,5,7,8,16,18,9,7,11,7,11
2073,10,7,9,6,4,9,8,5,8,5,3,10,7,6,14,11,9,10,16,4,11,20,13,15,16,4,14,14
2074,9,8,14,5,6,4,8,4,6,16,3,10,9,8,13,8,16,6,12,12,11,4,12,17,18,15,21,15
2075,3,10,3,6,7,4,6,3,7,15,5,10,8,8,7,6,17,4,7,8,8,11,16,12,12,17,15,14
2076,6,11,14,3,7,6,8,7,8,8,1,11,10,8,8,8,14,13,13,11,11,17,4,16,5,12,11,11
2077,7,4,12,4,4,5,6,10,15,6,6,9,12,10,8,10,8,15,16,6,11,9,9,12,5,18,15,11
2078,10,11,3,6,5,3,6,9,9,5,5,8,5,7,1,6,12,18,11,5,9,20,11,14,11,12,15,14
2079,7,13,10,8,2,4,7,6,7,10,8,14,8,9,11,8,6,8,13,9,9,16,10,19,5,15,10,13
2080,6,4,5,2,8,5,5,5,2,12,7,7,11,7,9,6,11,12,9,6,9,12,9,22,11,18,10,14
2081,4,10,4,6,9,6,7,8,9,14,7,12,9,10,5,17,13,13,11,9,11,11,16,13,18,9,19,14
2082,1,5,6,3,12,8,6,4,7,12,13,10,5,9,10,19,7,14,12,13,13,18,12,12,12,16,13,14
2083,5,11,7,4,2,3,5,15,13,10,5,14,6,11,12,13,6,8,9,5,9,7,15,14,6,18,7,11
2084,7,5,6,4,4,7,6,7,10,14,6,8,13,10,3,11,10,11,12,3,8,18,9,21,15,19,12,16
2085,9,2,6,3,4,5,5,9,10,7,6,11,10,9,5,10,11,5,9,11,9,11,18,22,13,18,12,16
2086,2,5,5,6,6,5,5,13,8,11,3,17,9,10,17,13,15,8,12,8,12,20,11,19,6,5,19,13
2087,3,4,7,5,8,10,6,4,9,9,7,6,3,6,9,12,12,5,12,14,11,18,14,16,14,20,14,16
2088,3,4,8,4,8,8,6,6,4,9,8,14,5,8,5,8,18,7,8,17,11,19,15,14,14,13,10,14
2089,5,6,5,7,3,2,5,7,12,11,1,10,11,9,11,17,13,6,14,14,13,9,13,19,13,17,8,13
2090,5,7,6,6,7,3,6,13,15,13,3,7,9,10,12,11,9,10,7,7,9,23,17,11,8,19,15,16
2091,3,5,14,3,17,10,9,6,7,7,14,13,14,10,6,12,12,8,15,9,10,20,20,10,14,16,18,16
2092,10,8,6,3,6,8,7,4,12,9,9,16,9,10,11,6,10,9,14,5,9,11,20,24,10,22,11,16
2093,5,6,8,5,7,7,6,11,6,13,8,8,7,9,9,16,13,10,16,10,12,15,12,19,8,19,13,14
2094,3,8,5,5,10,4,6,11,12,12,2,6,8,9,10,17,11,11,14,11,12,19,17,21,13,21,8,17
2095,7,4,7,4,4,5,5,11,12,11,4,12,11,10,10,14,15,11,14,5,12,25,11,30,14,19,15,19
2096,2,1,7,6,6,2,4,4,13,8,10,10,5,8,9,10,18,8,6,10,10,21,21,30,13,22,14,20
2097,8,7,9,8,9,7,8,19,13,9,8,10,4,11,14,4,16,7,15,6,10,24,20,20,20,12,17,19
2098,7,8,8,10,10,8,9,3,4,11,8,11,6,7,12,17,7,12,8,9,11,16,15,22,11,20,15,17
2099,2,4,2,3,7,4,4,7,12,13,4,12,8,9,12,14,19,8,11,6,12,21,22,24,22,17,12,20
2100,3,3,7,7,7,8,6,7,12,11,4,9,8,9,,11,18,15,,9,13,14,16,28,12,20,13,17
