Year,BCC-CSM1.1_RCP2.6,CESM1-CAM5_RCP2.6,GFDL-CM3_RCP2.6,GISS-EL-R_RCP2.6,HadGEM2-ES_RCP2.6,NorESM1-M_RCP2.6,ENS-AV_RCP2.6,BCC-CSM1.1_RCP4.5,CESM1-CAM5_RCP4.5,GFDL-CM3_RCP4.5,GISS-EL-R_RCP4.5,HadGEM2-ES_RCP4.5,NorESM1-M_RCP4.5,ENS-AV_RCP4.5,BCC-CSM1.1_RCP6.0,CESM1-CAM5_RCP6.0,GFDL-CM3_RCP6.0,GISS-EL-R_RCP6.0,HadGEM2-ES_RCP6.0,NorESM1-M_RCP6.0,ENS-AV_RCP6.0,BCC-CSM1.1_RCP8.5,CESM1-CAM5_RCP8.5,GFDL-CM3_RCP8.5,GISS-EL-R_RCP8.5,HadGEM2-ES_RCP8.5,NorESM1-M_RCP8.5,ENS-AV_RCP8.5
2050,53,51,43,38,47,44,46,55,60,46,66,59,48,56,46,59,55,55,57,56,55,39,51,59,39,52,50,48
2051,49,54,37,48,58,51,50,58,46,34,40,52,58,48,55,58,34,39,38,52,46,50,48,41,64,55,49,51
2052,52,57,51,65,59,43,55,50,52,54,52,45,55,51,40,49,44,48,55,47,47,48,48,65,44,55,46,51
2053,47,58,44,60,58,58,54,39,50,56,51,48,51,49,35,62,39,54,54,51,49,51,51,45,60,51,57,53
2054,50,49,41,48,52,39,47,35,46,45,40,38,55,43,47,53,52,46,46,60,51,54,49,54,42,53,64,53
2055,49,60,45,60,47,40,50,55,52,47,42,52,55,51,44,48,40,61,57,42,49,54,44,54,56,49,54,52
2056,43,50,52,53,48,44,48,54,53,53,47,47,47,50,52,51,51,52,58,54,53,42,67,45,51,45,45,49
2057,52,57,49,51,47,42,50,61,41,55,50,60,38,51,45,68,44,35,57,58,51,43,46,50,47,36,53,46
2058,54,49,56,52,55,56,54,35,44,51,46,56,51,47,49,59,32,43,62,48,49,50,53,61,47,52,44,51
2059,49,38,45,48,56,49,48,43,45,51,54,38,46,46,57,49,36,57,54,37,48,43,50,41,47,41,48,45
2060,56,42,54,45,53,45,49,59,54,54,46,54,45,52,53,53,47,43,53,46,49,48,50,43,49,38,61,48
2061,49,55,51,44,47,40,48,39,44,54,56,41,49,47,54,41,53,48,56,44,49,57,52,56,44,60,56,54
2062,55,46,63,55,53,54,54,43,48,36,52,58,41,46,52,61,41,45,54,57,52,36,41,49,54,69,46,49
2063,50,56,53,56,40,45,50,51,46,38,47,55,62,50,60,47,43,45,58,35,48,62,55,38,58,51,50,52
2064,46,65,52,54,50,58,54,57,49,51,59,44,50,52,33,35,44,55,50,59,46,42,58,43,42,49,40,46
2065,48,48,48,58,53,49,51,42,52,57,45,54,44,49,43,38,51,52,58,57,50,52,57,53,52,53,46,52
2066,57,56,49,41,58,43,51,55,44,49,44,57,54,51,46,57,50,41,50,36,47,52,40,51,53,44,46,48
2067,49,66,52,63,47,49,54,48,53,50,44,46,57,50,64,42,46,66,48,44,52,50,52,49,45,61,48,51
2068,60,59,50,50,37,50,51,45,54,47,42,48,47,47,46,42,37,53,44,58,47,35,57,40,41,49,39,44
2069,45,66,50,43,60,45,52,53,56,46,43,48,44,48,61,44,55,45,57,44,51,47,46,44,52,53,50,49
2070,36,54,40,48,49,50,46,44,57,44,50,43,55,49,54,60,42,77,42,56,55,46,41,47,54,55,42,48
2071,62,69,41,46,49,42,52,44,56,53,51,65,41,52,63,48,47,57,39,53,51,41,50,58,48,47,52,49
2072,54,56,50,47,45,49,50,48,49,53,49,52,56,51,50,63,48,49,50,34,49,43,40,50,46,56,51,48
2073,51,46,56,66,55,48,54,52,42,45,54,51,48,49,50,47,41,44,49,48,47,47,56,50,36,46,48,47
2074,51,51,36,54,55,48,49,51,47,59,52,50,37,49,49,44,57,55,52,49,51,57,39,47,43,51,45,47
2075,56,59,40,55,39,52,50,42,47,34,51,39,53,44,46,48,45,55,46,48,48,57,43,49,34,45,41,45
2076,45,44,47,45,53,52,48,52,41,49,49,44,39,46,48,40,49,40,49,51,46,49,56,48,47,53,61,52
2077,52,43,62,53,54,46,52,44,41,55,49,51,42,47,50,43,46,56,43,51,48,38,45,46,47,52,46,46
2078,58,49,56,34,61,46,51,48,46,61,52,44,53,51,47,55,51,44,55,50,50,45,58,62,50,43,51,52
2079,56,54,56,38,46,55,51,37,49,51,44,44,55,47,48,50,55,57,50,36,49,31,63,48,41,53,43,47
2080,52,55,52,66,57,54,56,48,40,57,43,57,50,49,38,53,45,50,57,38,47,53,55,52,45,58,54,53
2081,53,59,40,53,48,48,50,50,46,46,56,48,43,48,50,61,37,54,59,58,53,43,51,43,53,51,42,47
2082,47,45,42,53,51,51,48,52,41,51,48,47,58,50,47,62,44,50,46,55,51,42,60,54,35,51,64,51
2083,55,46,48,49,45,56,50,42,51,56,59,49,49,51,51,52,49,40,48,47,48,38,48,43,46,45,51,45
2084,48,48,45,54,57,43,49,48,62,49,54,55,54,54,62,54,57,36,48,56,52,49,49,53,48,60,37,49
2085,39,49,55,50,53,53,50,45,54,49,50,45,54,50,59,39,54,54,51,56,52,47,39,48,52,56,48,48
2086,47,52,59,44,50,61,52,48,57,47,46,44,50,49,42,49,44,64,41,40,47,56,59,46,51,58,47,53
2087,54,48,55,44,50,52,51,46,49,55,38,53,53,49,58,57,42,49,52,50,51,36,61,41,49,42,43,45
2088,46,49,46,63,51,46,50,56,47,59,49,52,57,53,51,36,39,56,56,43,47,35,53,52,41,62,42,48
2089,39,44,46,37,60,55,47,45,63,43,53,57,52,52,42,45,52,47,44,56,48,45,44,53,41,48,37,45
2090,49,58,50,50,57,52,53,47,48,50,45,54,44,48,46,45,53,48,39,53,47,54,50,50,46,46,51,50
2091,48,66,52,45,48,45,51,29,62,33,47,44,47,44,47,46,53,52,42,53,49,38,39,40,48,50,42,43
2092,56,42,46,44,42,47,46,53,50,50,46,47,49,49,53,61,58,50,59,48,55,45,43,53,44,53,45,47
2093,53,60,54,52,49,50,53,48,49,53,48,42,45,48,47,45,44,52,58,48,49,57,47,45,51,68,53,54
2094,48,55,50,57,50,35,49,35,50,51,32,56,57,47,50,53,47,43,52,42,48,38,43,44,47,47,52,45
2095,57,50,44,45,50,43,48,53,62,46,45,55,54,53,45,51,51,58,48,50,51,29,41,43,55,50,39,43
2096,51,45,57,46,54,47,50,39,47,55,56,46,50,49,55,45,44,50,44,50,48,43,36,45,40,39,47,42
2097,32,43,52,64,48,60,50,45,44,54,37,29,49,43,41,51,53,51,53,54,51,36,53,56,45,50,42,47
2098,62,55,45,49,64,46,54,50,45,45,57,48,49,49,43,50,45,51,56,44,48,50,55,39,44,56,46,48
2099,45,57,57,60,55,53,55,43,59,44,45,51,52,49,54,40,66,55,58,50,54,40,45,40,44,54,46,45
2100,46,56,53,49,47,54,51,33,49,39,56,53,52,47,44,46,42,35,40,44,42,41,50,55,57,50,52,51
